text,political_inclination
"Amber Heard will always remember this as the day she almost caught Captain Jack Sparrow...
https://t.co/Id94qIAr3A",conservative
"Lia Thomas FIGHTS BACK Against reality
https://t.co/7qkQELCexL",conservative
"She was armed, No Confirmations she was pregnant
https://t.co/bqAdJBdeIr",conservative
Exactly https://t.co/NeDVdlQneO,conservative
"Joe Biden DON'T KNOW WHAT A 9MM IS
https://t.co/DdiqPKBpA0",conservative
"URGENT: K-12 School Shooting Statistics Everyone Should Know
https://t.co/Dp1vpUxjUn",conservative
"Since Leftist want gun control so bad...

Turn in your guns first. Lead by example.",conservative
Let's go!!! https://t.co/MDrArudFvg,conservative
"Officer DEBUNKS NARRATIVE that Cops DID NOTHING
https://t.co/rkr3jTusWY",conservative
Facts!! https://t.co/3bX8xGXdO6,conservative
"Let me get this right...

Canada blocked handguns, due to a shooting in another country, involving a rifle.
 
Make this make sense...",conservative
@RickyBeBack This is false,conservative
@MatthewBetley The language speaks for itself,conservative
"Marcellous Wiley ""ITS MAN, NOT THE MACHINE"" SPEECH CHANGES EVERYTHING
https://t.co/IGZoIrLpvf",conservative
"ACTIVE SHOOTER Smoked by WOMAN with a Gun!!
https://t.co/bxPbjIUFLl",conservative
@damonayoung @Johnson__joey You spelled baddest wrong,conservative
I have a lot of catching up to do! Thoughts? https://t.co/y4hDzjLKbk,conservative
@AmericaTheTrut1 Marvelous,conservative
"@scrowder First statement is false

Second statement is true",conservative
"DID the Shooters MOM REALLY SAY THIS?
https://t.co/FDFX2fCZWC",conservative
"Every School should do THIS!
https://t.co/YXlvFeJYuD",conservative
"Mark Robinson NRA SPEECH WAS FIRE!!!
https://t.co/LvUvy8dKzx",conservative
Thats how it's done https://t.co/0Psg1hms0P,conservative
Facts https://t.co/miFWUpDZov,conservative
@ByMikeBaker @MattWalshBlog What's not being stated is that the police rescued the 911 callers. They were actively rescuing students and staff during this entire time,conservative
"@amyklobuchar There's 18 year old in universities all over America, absolutely hammered right now. Tell me again how these laws would prevent anything??",conservative
@MattWalshBlog You tripping Matt.,conservative
@MattWalshBlog That's not what he said. They didn't just wait for an hour. They were actively evacuating students and staff.,conservative
"Police were NOT cowards. DO YOUR RESEARCH!
https://t.co/hToogY895m",conservative
@BetoORourke I guess abortions don't count?,conservative
"There's no Single Border patrol agent that took out the shooter. That's a made up scenario. 

There was a TEAM comprised of BORTAC, US MARSHALL, DPS AND LOCAL Uvalde pd.",conservative
@CoachShrieve @MattWalshBlog Everyone from everywhere responded. BORTAC responded. USMS had shields. The combo is the only way those kids were saved,conservative
@JustinL02256808 @MattWalshBlog Were you there? Have you spoken to an officer there?,conservative
@MattWalshBlog *reinforcement,conservative
"@MattWalshBlog They were only able to get to the shooter, with ballistic rifle shields and a breaching tool. 

Without that. They had no why to access the suspect or battle with him in a fire fight.",conservative
"@MattWalshBlog Cops did challenge the suspect. They attempted to pursue him. They were unable to gain access. He began shooting at them. They were outgunned. They had no ballistic armor. They had to egress.

The officers there evacuated teachers and students, until reenactment arrived.",conservative
@MattWalshBlog None of you knew what happened at the scene. I do. None of you know anything about SWAT or Hostage rescue. I do. Matt is making a comment with minimal information. Yall are just sheep following the plot.,conservative
"@ThunderMuff406 Negative sir, you have no idea what you are talking about. Stop Watching the news. The guy was barricaded. They couldn't get the door open. They were taking rounds and had to egress",conservative
@MattWalshBlog You are wrong here my brother. Maybe I can educate you further on this matter.,conservative
"Beto O'Rourke DISRUPTS Conference to Make Political Statement
https://t.co/EEEhiiMdCg",conservative
"For people out here calling officers at the scene in Texas cowards, you need to pipe down until you have all the facts.",conservative
@ANTHONYBLOGAN Facts,conservative
"Tell us the midterms are coming, without telling us the midterms are coming...... https://t.co/a5KK5YYXC8",conservative
"@cofitzgerald The argument is regarding rifles. Banning rifles doesn't put a dent in the overall gun deaths.

So number of deaths isn't the issue for you, it's how many die in one incident?",conservative
Here's where I got this chart https://t.co/hexPlwbjsf,conservative
"I'm going to leave this right here. More people die from hands, fists, feet, than Rifles. Guess we should ban limbs now... also 65% of all adult gun deaths are suicide. 30% for minors. https://t.co/zSckl2jozc",conservative
Ok!! I like https://t.co/7wIAQzUg8D,conservative
"RT @TrumpStudents: Herschel will be an incredible America First warrior in the U.S. Senate! 

Congratulations to @HerschelWalker for runnin…",conservative
@S54266998S @KevinStrohm2 @whoever If he decided to do this at 21? What if he got a stolen gun? What's the difference.,conservative
"Steve Kerr goes on DELUSIONAL rant over Texas Incident
https://t.co/KfBKOjZb2j",conservative
Facts https://t.co/e3TsR6qkB2,conservative
@AOC Go back to bartending. You are in over your head. There is no law that allows children to be shot,conservative
@Wolfiesmom Shut up,conservative
"BREAKING NEWS - 15 Killed in School Shooting in Texas

My condolences go out to the families who have lost their loved ones in this tragic event. 🙏
https://t.co/zYxqsUiGye",conservative
"People are not posting the full video

FULL VIDEO: He Was Not Ready At ALL!
https://t.co/gbY3RXCfwt",conservative
@AnnVoteBlue Just like a leftist,conservative
"Bill Maher SAID what NO LIBERAL would DARE SAY...
https://t.co/n9C87Jpa6y",conservative
"Pastor Greg Locke DON'T WANT DEMOCRATS AT HIS CHURCH. Is he wrong?
https://t.co/pAEsUGzPeq",conservative
"Glenn Beck EXPOSED the SLIPPERY slope we all knew is happening in America...
https://t.co/JMq4ry4fBg",conservative
Monkeypox just in time for midterms. Go figure,conservative
"@JoeBiden So make the Teacher, Firefighter, Police officer and Electrician's tax code 7%. AND. Stop wasting our dang money",conservative
White guilt is SO ANNOYING.,conservative
"Finally, someone popular on the left said it. Dems are losing the culture war! https://t.co/dZc9RHssHH",conservative
@ANTHONYBLOGAN Lol,conservative
"Most Americans are conservative. It's hard to see it because of the fake news media, democrats, and cowardice people who are live in fear of being wrong.",conservative
"Peter Doocy Is A SAVAGE!
https://t.co/8kw7o3UMAX",conservative
"The VIEW is terrible!!!

https://t.co/IlHc92XLLI",conservative
@billmaher Facts,conservative
I think its fair to say @elonmusk is officially Red Pilled.,conservative
You cannot make this stuff up https://t.co/Z7hAn1p6YO,conservative
@RealCandaceO They are nuts Candace!! NUTS,conservative
Facts https://t.co/CEAimj5UZc,conservative
Tune in to the Officer Tatum Show Monday-Friday at 6 pm ET on Salem News Channel (link in bio),conservative
Project Veritas exposes Twitter! They reveal what we already knew to be true... https://t.co/tZ6OzUlNQG,conservative
"Elon Musk, welcome to conservatism!

This is what Donald Trump and others went through when they dared to stand on their convictions.",conservative
RT @charliekirk11: Why are Republicans not sounding the alarm about what is about to happen at the W.H.O. Summit in Geneva?,conservative
Tune in to the Officer Tatum Show Monday-Friday at 6 pm ET on Salem News Channel (link in bio),conservative
Peter Doocy had a field day with the new White House Press Secretary... https://t.co/QrvCRWYpfk,conservative
Tune in to the Officer Tatum Show Monday-Friday at 6 pm ET on Salem News Channel (link in bio),conservative
This is the dumbest thing I have ever heard... https://t.co/Iwbz0phwGp,conservative
Tune in to the Officer Tatum Show Monday-Friday at 6 pm ET on Salem News Channel (link in bio),conservative
Caller GOES OFF On Biden Administration's RECKLESS Rhetoric On Buffalo Shooting https://t.co/lhgeXSEn1s,conservative
Tune in to the Officer Tatum Show Monday-Friday at 6 pm ET on Salem News Channel (link in bio),conservative
FLASHBACK: Double Standard Democrats Forget They INCITE Violence https://t.co/cF9c59RkrY,conservative
Tune in to the Officer Tatum Show Monday-Friday at 6 pm ET on Salem News Channel (link in bio),conservative
MSNBC panel blames FOX News and GOP rhetoric for Buffalo shooting https://t.co/6XbXJGzjSV,conservative
"BREAKING: Report says Biden admin is 'pausing' DHS Disinformation Governance Board

-@realDailyWire",conservative
@MilesTaylorUSA Beta,conservative
"Who's spreading ""Replacement Theory""??? Sounds like the evil democrats to me...

Credit @tomselliott https://t.co/59Zlo10X2Y",conservative
"RT @VernonForGA: We’re so close to the finish line. 

The Establishment wants me to lose BADLY, but we have the people on our side. 

If ev…",conservative
@jeff_poor @MoBrooks Lol,conservative
"RT @notblaccbrry: If a tornado doesn't appear to be moving to the left or right of you and it's getting bigger, that means it's coming TOWA…",conservative
IN WHAT WORLD? https://t.co/aStYjBiCvg,conservative
"RT @VernonForGA: On Monday, I will be hosting a press conference at the State Capitol joined by members of the Georgia General Assembly cal…",conservative
"“If you can’t win a Republican primary with Republican votes, you shouldn’t be a Republican.”

Facts. #gapol https://t.co/1UO1XuPFMZ",conservative
Lmaoooooo https://t.co/KJIWlkP18i,conservative
The same people who said “everything will be back to normal once we flatten the curve” are telling us they don’t want to take our guns.,conservative
"RT @VernonForGA: Thank you, @RichardGrenell! 

It’s an honor to have trust to advance the #AmericaFirst foreign policy agenda and to do all…",conservative
"Congratulations to @bgmasters on securing the endorsement of President Trump in the #azsen race. 

The future of our party couldn’t be brighter with bold, visionary leaders like Blake beginning to carry the torch.",conservative
"@jeff_poor More double talk from Durant. Didn’t he pledge to support Mo right before the primary? 

It never ends from this guy. Alabama dodged a bullet.",conservative
"I’m starting to think the Democrats are working harder to give Republicans the majority than actual Republicans. 

Is this a cry for help? https://t.co/vmP5aVdaTJ",conservative
"RT @VernonForGA: Straight, white males deserve a Pride Month. 

The Left won’t acknowledge it, but that group might just be the most discri…",conservative
@DCLongIslander @MikeCollinsGA We don’t need New Yorkers weighing in on our elections here in Georgia.,conservative
RT @WakaFlocka: when you think of Waka Flocka Flame i want y’all to think anything is possible,conservative
Knife control coming soon? https://t.co/iMZFLCM9ue,conservative
"Is Johnny Depp getting a percentage of Amber Heard’s future career earnings for quite literally making her famous? 

Had no clue who this apparently non potty-trained woman was before this trial.",conservative
God Bless Johnny Depp.,conservative
Crossover voting should be illegal in the state of Georgia. Democrat voters should not be influencing Republican primaries.,conservative
"RT @schoolchoicebyz: School choice isn't ""stealing"" money from failing government schools.

Failing government schools are stealing the fut…",conservative
"RT @YALiberty: ""I don't think it's wise to take the guns away from the People and give all the power to the government. We see how they are…",conservative
"RT @YALiberty: .@BetoORourke takes the mask off, endorses full-scale gun confiscation:

""Not only should no one be able to purchase an AR-1…",conservative
"RT @VernonForGA: It’s an honor to have the support of State Representative Tom Kirby of Loganville. 

From President Trump to local and sta…",conservative
